Source.Name,web-scraper-order,web-scraper-start-url,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
cardekho_extract(5001-10000).csv,1612100386-2146,https://www.cardekho.com/used-car-details/used-Ford-Endeavour-2014-2015-2.5L-4X2-MT-cars-Bangalore_83DAEEE478F54C32375FF8ABA7B4D93D.htm,Ford Endeavour 2.5L 4X2 MT,10 Lakh*,New Car (On-Road Price) : Rs.38.29-45.12 Lakh*,2012,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage13.1 kmpl,Engine2499 CC,Max Power141 bhp,Seats7
cardekho_extract(5001-10000).csv,1612103718-3618,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.4-CRDi-S-cars-Pulwama_9569A1612F78CB083296F30C395F0638.htm,Hyundai Creta 1.4 CRDi S,10 Lakh*,New Car (On-Road Price) : Rs.11.91-20.04 Lakh*,2018,Individual,"20,000 kms",First Owner,Diesel,Manual,Mileage21.38 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102097-2906,https://www.cardekho.com/used-car-details/used-Hyundai-i10-2007-2010-Sportz-1.2-cars-Bangalore_B42E3FCBD2A44B1D4D2CCA4D6E469755.htm,Hyundai i10 Sportz 1.2,2.9 Lakh*,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,2009,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
cardekho_extract(5001-10000).csv,1612104195-3831,https://www.cardekho.com/used-car-details/used-Renault-KWID-2015-2019-RXT-cars-Bokaro_5606A521EB4E74C4A17255FADE9C9802.htm,Renault KWID RXT,2.65 Lakh*,New Car (On-Road Price) : Rs.3.49-5.88 Lakh*,2015,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage25.17 kmpl,Engine799 CC,Max Power53.3 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102284-2990,https://www.cardekho.com/used-car-details/used-Chevrolet-Sail-Hatchback-1.3-TCDi-LS-ABS-cars-Kumta_10E1A1F6A2F9E52030EEAB420606C214.htm,Chevrolet Sail Hatchback 1.3 TCDi LS ABS,3.25 Lakh*,null,2014,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage22.1 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
cardekho_extract(5001-10000).csv,1612099288-1659,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2015-2019-1.2-MPI-Highline-cars-Pimpri-chinchwad_3AA97C9A725C9D26FA9BFDB25C61F5FF.htm,Volkswagen Polo 2015-2019 1.2 MPI Highline,4.99 Lakh*,New Car (On-Road Price) : Rs.6.96-11.44 Lakh*,2015,Dealer,"55,000 kms",First Owner,Petrol,Manual,Mileage16.2 kmpl,Engine1199 CC,Max Power74 bhp,Seats5
cardekho_extract(5001-10000).csv,1612101861-2800,https://www.cardekho.com/used-car-details/used-Maruti-Eeco-5-Seater-AC-BSIV-cars-Bangalore_7D535F32498E3A7FE6A74C397AFE921D.htm,Maruti Eeco 5 Seater AC BSIV,3.75 Lakh*,New Car (On-Road Price) : Rs.4.95-5.44 Lakh*,2015,Dealer,"58,000 kms",First Owner,Petrol,Manual,Mileage15.37 kmpl,Engine1196 CC,Max Power73 bhp,Seats5
cardekho_extract(5001-10000).csv,1612105113-4241,https://www.cardekho.com/used-car-details/used-Skoda-Superb-2008-2013-Ambition-2.0-TDI-CR-AT-cars-Panchkula_AC0BE6177E3ED36F93D9E9A02FE179EC.htm,Skoda Superb Ambition 2.0 TDI CR AT,4.5 Lakh*,null,2011,Individual,"1,05,000 kms",Second Owner,Diesel,Automatic,Mileage17.2 kmpl,Engine1968 CC,Max Power138.1 bhp,Seats5
cardekho_extract(5001-10000).csv,1612100789-2324,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-GX-(Diesel)-7-Seater-cars-Bangalore_93B2250FF0CBADE4B8806B1F5EA9C760.htm,Toyota Innova 2.5 GX (Diesel) 7 Seater,9.45 Lakh*,null,2016,Dealer,"90,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100.6 bhp,Seats7
cardekho_extract(5001-10000).csv,1612105951-4610,https://www.cardekho.com/used-car-details/used-Audi-A4-2.0-TDI-cars-New-Delhi_196EB128CDF2501BDC518082C7FE55B3.htm,Audi A4 2.0 TDI,13.5 Lakh*,null,2014,Dealer,"80,000 kms",First Owner,Diesel,Automatic,Mileage16.55 kmpl,Engine1968 CC,Max Power147.51 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102761-3203,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-Nios-Sportz-cars-Bangalore_E1EB4FD378499037BDC8996C5F98252D.htm,Hyundai Grand i10 Nios Sportz,6.95 Lakh*,New Car (On-Road Price) : Rs.6.30-9.44 Lakh*,2019,Dealer,"13,800 kms",First Owner,Petrol,Manual,Mileage20.7 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
cardekho_extract(5001-10000).csv,1612106132-4689,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-ZDI-cars-Ghaziabad_190E2A646D5B5F4796E9AD930A39803F.htm,Maruti Ertiga ZDI,4.75 Lakh*,null,2013,Dealer,"53,080 kms",First Owner,Diesel,Manual,Mileage25.47 kmpl,Engine1248 CC,Max Power88.50 bhp,Seats7
cardekho_extract(5001-10000).csv,1612096118-252,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2013-2016-Magna-cars-Pune_2C3993D09B3E3D508FCFA7D60967829F.htm,Hyundai Grand i10 Magna,4 Lakh*,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,2014,Dealer,"90,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
cardekho_extract(5001-10000).csv,1612106276-4753,https://www.cardekho.com/used-car-details/used-Hyundai-EON-Era-Plus-cars-Faridabad_9394972CBA86A69D39058BFB7B2D1F1E.htm,Hyundai EON Era Plus,2.55 Lakh*,null,2014,Dealer,"45,642 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine814 CC,Max Power55.2 bhp,Seats5
cardekho_extract(5001-10000).csv,1612104107-3791,https://www.cardekho.com/used-car-details/used-Tata-Nexon-2017-2020-1.5-Revotorq-XE-cars-Dhanbad_5F9EE1BA3C864278C4BDD242454776B8.htm,Tata Nexon 1.5 Revotorq XE,7.28 Lakh*,New Car (On-Road Price) : Rs.9.38-14.23 Lakh*,2018,Individual,"30,000 kms",First Owner,Diesel,Manual,Mileage21.5 kmpl,Engine1497 CC,Max Power108.5 bhp,Seats5
cardekho_extract(5001-10000).csv,1612101156-2488,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-2014-2017-ZXI-Optional-cars-Hubli_732C712D1627171D810018A54820B2D4.htm,Maruti Celerio ZXI Optional,5 Lakh*,New Car (On-Road Price) : Rs.5.41-6.86 Lakh*,2017,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
cardekho_extract(5001-10000).csv,1612104184-3826,https://www.cardekho.com/used-car-details/used-Ford-Figo-2010-2012-Diesel-Titanium-cars-Dhanbad_17DE71A8399FBA6B85B3177CD0AA0896.htm,Ford Figo Diesel Titanium,2 Lakh*,New Car (On-Road Price) : Rs.8.59-9.09 Lakh*,2011,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102131-2921,https://www.cardekho.com/used-car-details/used-Hyundai-Santa-Fe-2009-2013-4X4-cars-Bangalore_E3E67136140730074A40F1F0A45F5535.htm,Hyundai Santa Fe 4X4,12.75 Lakh*,null,2014,Dealer,"72,377 kms",First Owner,Diesel,Manual,Mileage14.66 kmpl,Engine2199 CC,Max Power194.3 bhp,Seats7
cardekho_extract(5001-10000).csv,1612099891-1927,https://www.cardekho.com/used-car-details/used-Renault-Scala-Diesel-RxZ-cars-Kochi_E107177ED761079F51B8A860E54FE9F7.htm,Renault Scala Diesel RxZ,3.6 Lakh*,null,2013,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage21.64 kmpl,Engine1461 CC,Max Power84.8 bhp,Seats5
cardekho_extract(5001-10000).csv,1612099971-1963,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Ti-VCT-MT-Titanium-BSIV-cars-Thiruvananthapuram_7C2D06DD1809A800F8CDB257B9744165.htm,Ford Ecosport 2015-2021 1.5 Ti VCT MT Titanium BSIV,7 Lakh*,New Car (On-Road Price) : Rs.9.57-13.78 Lakh*,2015,Individual,"46,000 kms",First Owner,Petrol,Manual,Mileage15.85 kmpl,Engine1499 CC,Max Power110.4 bhp,Seats5
cardekho_extract(5001-10000).csv,1612105304-4325,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2004-2011-2.5-GX-(Diesel)-7-Seater-BS-IV-cars-Panchkula_527F418B0263575AD323F39CF103D6DE.htm,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,6.4 Lakh*,null,2011,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage12.8 kmpl,Engine2494 CC,Max Power102 bhp,Seats7
cardekho_extract(5001-10000).csv,1612098986-1524,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-2016-2017-1.2-Kappa-S-AT-cars-Mumbai_F2E7359E41D636176498B6B1DA39FBA3.htm,Hyundai Xcent 1.2 Kappa S AT,5.65 Lakh*,null,2017,Dealer,"29,619 kms",First Owner,Petrol,Automatic,Mileage19.1 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
cardekho_extract(5001-10000).csv,1612100557-2222,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Delta-cars-Bangalore_D1F8D3A9509CDB438C89D4B42EEAABE9.htm,Maruti Ciaz Delta,8.25 Lakh*,New Car (On-Road Price) : Rs.10.41-14.36 Lakh*,2017,Dealer,"45,166 kms",First Owner,Petrol,Manual,Mileage20.65 kmpl,Engine1462 CC,Max Power103.25 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102447-3062,https://www.cardekho.com/used-car-details/used-Fiat-Punto-1.3-Dynamic-cars-Bangalore_7EE431AAB58C6133999140A868B08DB9.htm,Fiat Punto 1.3 Dynamic,2.95 Lakh*,null,2009,Dealer,"47,600 kms",First Owner,Diesel,Manual,Mileage20.3 kmpl,Engine1248 CC,Max Power91.7 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096866-581,https://www.cardekho.com/used-car-details/used-Hyundai-i10-2007-2010-Magna-AT-cars-Mumbai_C189EB85445BEC65718005A912A802CD.htm,Hyundai i10 Magna AT,2.75 Lakh*,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,2009,Dealer,"8,500 kms",First Owner,Petrol,Automatic,Mileage19.2 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102457-3066,https://www.cardekho.com/used-car-details/used-Ford-Fiesta-1.5-TDCi-Titanium-cars-Bangalore_41A3283475A5FC040EB93A5FAFC82ED5.htm,Ford Fiesta 1.5 TDCi Titanium,4.95 Lakh*,null,2015,Dealer,"74,600 kms",First Owner,Diesel,Manual,Mileage25.01 kmpl,Engine1498 CC,Max Power89.75 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102920-3274,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2.0-Limited-Option-4X4-cars-Gulbarga_6104CDF4D937386D6F478289F24DCD96.htm,Jeep Compass 2.0 Limited Option 4X4,17.5 Lakh*,New Car (On-Road Price) : Rs.23.33-35.49 Lakh*,2018,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage16.3 kmpl,Engine1956 CC,Max Power170 bhp,Seats5
cardekho_extract(5001-10000).csv,1612095885-147,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-LXI-CNG-cars-Pune_C1FC05705C88C1239F1283F1FB691D51.htm,Maruti Wagon R LXI CNG,4.2 Lakh*,New Car (On-Road Price) : Rs.6.21-6.29 Lakh*,2018,Individual,"45,000 kms",First Owner,CNG,Manual,Mileage26.6 km/kg,Engine998 CC,Max Power58.16 bhp,Seats5
cardekho_extract(5001-10000).csv,1612099582-1791,https://www.cardekho.com/used-car-details/used-Toyota-Etios-2013-2014-GD-cars-Wayanad_3431EC2FA757CE4DBCFC07797C45C427.htm,Toyota Etios GD,4.55 Lakh*,null,2013,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage23.59 kmpl,Engine1364 CC,Max Power67.04 bhp,Seats5
cardekho_extract(5001-10000).csv,1612097891-1036,https://www.cardekho.com/used-car-details/used-BMW-5-Series-520d-Luxury-Line-cars-Mumbai_961E88A758D803E3A20B98A8D8FB7BAE.htm,BMW 5 Series 520d Luxury Line,39.75 Lakh*,New Car (On-Road Price) : Rs.76.04-85.24 Lakh*,2017,Dealer,"30,000 kms",First Owner,Diesel,Automatic,Mileage22.48 kmpl,Engine1995 CC,Max Power187.74 bhp,Seats5
cardekho_extract(5001-10000).csv,1612098977-1520,https://www.cardekho.com/used-car-details/used-Audi-A4-2008-2014-New--2.0-TDI-Multitronic-cars-Mumbai_A769504D0EAC1318B6F2B7D8887BB6B1.htm,Audi A4 New  2.0 TDI Multitronic,12.5 Lakh*,null,2012,Dealer,"79,000 kms",First Owner,Diesel,Automatic,Mileage15.2 kmpl,Engine1968 CC,Max Power140.8 bhp,Seats5
cardekho_extract(5001-10000).csv,1612105866-4572,https://www.cardekho.com/used-car-details/used-Skoda-Rapid-2011-2013-1.6-TDI-Ambition-cars-New-Delhi_8F4E4E8791EFE3429652CD33C9CC5C12.htm,Skoda Rapid 1.6 TDI Ambition,2.85 Lakh*,null,2012,Dealer,"75,200 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1598 CC,Max Power103.5 bhp,Seats5
cardekho_extract(5001-10000).csv,1612104989-4184,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2016-2017-Magna-cars-Ambala_E19ABC9633FC26A2E3AFC65305DA2D0D.htm,Hyundai Grand i10 Magna,3.5 Lakh*,New Car (On-Road Price) : Rs.6.54-6.63 Lakh*,2017,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096235-304,https://www.cardekho.com/used-car-details/used-Tata-Safari-2005-2017-DICOR-2.2-VX-4x2-BS-IV-cars-Nashik_A328BE4EB7BF2BDBC54BFDAF04A6EED6.htm,Tata Safari 2005-2017 DICOR 2.2 VX 4x2 BS IV,3 Lakh*,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,2010,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage13.93 kmpl,Engine2179 CC,Max Power138.1 bhp,Seats7
cardekho_extract(5001-10000).csv,1612104434-3934,https://www.cardekho.com/used-car-details/used-Tata-Tiago-2016-2019-1.2-Revotron-XE-cars-Rampur-Bushahr_AA57296A29C1DA5C5378008CFED6A7E5.htm,Tata Tiago 1.2 Revotron XE,3.5 Lakh*,New Car (On-Road Price) : Rs.5.43-7.61 Lakh*,2017,Individual,"30,000 kms",First Owner,Petrol,Manual,Mileage23.84 kmpl,Engine1199 CC,Max Power84 bhp,Seats5
cardekho_extract(5001-10000).csv,1612106845-5003,https://www.cardekho.com/used-car-details/used-Nissan-Sunny-2011-2013-XV-cars-Gurgaon_FFCED4F8039895007431D7992BB68FFF.htm,Nissan Sunny XV,3.5 Lakh*,null,2013,Dealer,"42,100 kms",First Owner,Petrol,Manual,Mileage16.95 kmpl,Engine1498 CC,Max Power97.7 bhp,Seats5
cardekho_extract(5001-10000).csv,1612105299-4323,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2009-2014-LX-BSIV-cars-Panipat_B28636932F01EA049BEF06AEC0E74AF3.htm,Mahindra Scorpio LX BSIV,5.5 Lakh*,New Car (On-Road Price) : Rs.14.57-18.89 Lakh*,2014,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage12.05 kmpl,Engine2179 CC,Max Power120 bhp,Seats9
cardekho_extract(5001-10000).csv,1612096329-346,https://www.cardekho.com/used-car-details/used-Honda-City-2011-2013-1.5-V-MT-Sunroof-cars-Mumbai_A674BB2E17CB26F2D9438FB60DB9D7DB.htm,Honda City 1.5 V MT Sunroof,4.65 Lakh*,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,2012,Dealer,"54,311 kms",First Owner,Petrol,Manual,Mileage16.8 kmpl,Engine1497 CC,Max Power116.3 bhp,Seats5
cardekho_extract(5001-10000).csv,1612097949-1062,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Mumbai_1592528F68AEA161D0729A8CC5207FEF.htm,Maruti Wagon R VXI,3.86 Lakh*,New Car (On-Road Price) : Rs.5.40-7.20 Lakh*,2015,Dealer,"21,321 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102743-3195,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VDI-BSIV-cars-Bangalore_6D871978287746F07B0BD046F214B9AB.htm,Maruti Swift VDI BSIV,5.2 Lakh*,null,2016,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
cardekho_extract(5001-10000).csv,1612097766-979,https://www.cardekho.com/used-car-details/used-Tata-Indica-Xeta-GLS-BS-IV-cars-Sangli_4A73249BA1F812A19BB97DCD13F83D22.htm,Tata Indica GLS BS IV,"95,000*",null,2007,Individual,"71,000 kms",First Owner,Petrol,Manual,Mileage15.3 kmpl,Engine1193 CC,Max Power65.3 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096803-553,https://www.cardekho.com/used-car-details/used-Volkswagen-Passat-2010-2014-Diesel-Highline-2.0-TDI-cars-Pune_DDBC85A6F9DE4F24F58FB8877ABA917A.htm,Volkswagen Passat Diesel Highline 2.0 TDI,7.99 Lakh*,null,2012,Dealer,"104,200 kms",First Owner,Diesel,Automatic,Mileage18.33 kmpl,Engine1968 CC,Max Power167.7 bhp,Seats5
cardekho_extract(5001-10000).csv,1612105211-4284,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2015-2016-1.6-CRDi-S-cars-Ambala_E96AA42C96F09BF3CB60EB47D6922DE5.htm,Hyundai Verna 1.6 CRDi S,8.5 Lakh*,New Car (On-Road Price) : Rs.12.19-17.18 Lakh*,2016,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage23.9 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
cardekho_extract(5001-10000).csv,1612104754-4077,https://www.cardekho.com/used-car-details/used-Tata-Safari-2005-2017-DICOR-2.2-GX-4x2-cars-Rohtak_D788B8E8D9F22C8C7578B0A297585390.htm,Tata Safari 2005-2017 DICOR 2.2 GX 4x2,2.5 Lakh*,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,2011,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage13.93 kmpl,Engine2179 CC,Max Power138 bhp,Seats7
cardekho_extract(5001-10000).csv,1612095731-79,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-TDCi-Titanium-BSIV-cars-Nashik_F00193035D903AE37A0B101DBBBA9748.htm,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,7.4 Lakh*,New Car (On-Road Price) : Rs.10.24-13.71 Lakh*,2015,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage22.77 kmpl,Engine1498 CC,Max Power98.59 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102533-3100,https://www.cardekho.com/used-car-details/used-Tata-Zest-Revotron-1.2T-XE-cars-Mysore_D061E43C2AF8D51A31D0CD9E59294C01.htm,Tata Zest Revotron 1.2T XE,3.5 Lakh*,null,2016,Dealer,"24,473 kms",First Owner,Petrol,Manual,Mileage17.57 kmpl,Engine1193 CC,Max Power88.7 bhp,Seats5
cardekho_extract(5001-10000).csv,1612101441-2616,https://www.cardekho.com/used-car-details/used-Nissan-Evalia-XE-cars-Bangalore_4FBAD6FC6AC73815DD514AFCA6D0E406.htm,Nissan Evalia XE,6 Lakh*,null,2015,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1461 CC,Max Power84.8 bhp,Seats7
cardekho_extract(5001-10000).csv,1612103702-3611,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-Signature-Edition-Petrol-BSIV-cars-Kupwara_B79A2C9AF1E29CD30DDCA043FB19B2A9.htm,Ford Ecosport 2015-2021 Signature Edition Petrol BSIV,10.4 Lakh*,New Car (On-Road Price) : Rs.9.11-12.79 Lakh*,2019,Individual,"10,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power121.36 bhp,Seats5
cardekho_extract(5001-10000).csv,1612106497-4852,https://www.cardekho.com/used-car-details/used-Renault-Duster-2012-2015-85PS-Diesel-RxL-cars-Ghaziabad_0E8831ACE86324CB5E14A75A84740589.htm,Renault Duster 85PS Diesel RxL,4.5 Lakh*,null,2014,Dealer,"77,000 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
cardekho_extract(5001-10000).csv,1612099697-1841,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2012-2014-Sportz-1.2-cars-Kochi_F7448995733628E4885F85C835EA5156.htm,Hyundai i20 Sportz 1.2,3 Lakh*,New Car (On-Road Price) : Rs.8.19-13.93 Lakh*,2013,Individual,"1,20,000 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power82.85 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096136-260,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2013-2016-Sportz-cars-Akola_399AB62B772CE5C0AF76CB84B92654D0.htm,Hyundai Grand i10 Sportz,4.5 Lakh*,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,2015,Individual,"30,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
cardekho_extract(5001-10000).csv,1612098142-1149,https://www.cardekho.com/used-car-details/used-Tata-Indica-Vista-2008-2013-Aqua-TDI-BSIII-cars-Yavatmal_B577C31584621211AF6E985511679EE7.htm,Tata Indica Vista Aqua TDI BSIII,2 Lakh*,null,2010,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage17.0 kmpl,Engine1405 CC,Max Power71 bhp,Seats5
cardekho_extract(5001-10000).csv,1612098973-1518,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2012-2013-2.5-GX-(Diesel)-8-Seater-cars-Mumbai_8B3557DDEFC19EFFC2DB632127497896.htm,Toyota Innova 2.5 GX (Diesel) 8 Seater,5.95 Lakh*,null,2009,Dealer,"74,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100 bhp,Seats8
